"","literature.path","explained.by"
"1945","SRC->SP1","NF"
"1946","SRC->TCF7L2 (TCF4)","NF"
"1947","SRC->Amphiregulin","NF"
"1948","SRC->ILK","NF"
"1949","SRC->Paxillin","NF"
"1950","SRC->SHP-2","NF"
"1951","SRC->Securin","NF"
"1952","SRC->Raptor","NF"
"1953","SRC->SynGAP","NF"
"1954","SRC->RHEB2","NF"
"1955","SRC->AFAP","NF"
"1956","SRC->Progesterone receptor","NF"
"1957","SRC->PP2A catalytic","NF"
"1958","SRC->Talin","NF"
"1959","SRC->Prolactin receptor","NF"
"1960","SRC->CDC25A","NF"
"1961","SRC->CDC25C","NF"
"1962","SRC->RIPK2","NF"
"1963","SRC->PKC-eta","NF"
"1964","SRC->Rictor","NF"
"1965","SRC->ESPL1","SRC->BCL10->ESPL1"
"1966","SRC->PKC-theta","NF"
"1967","SRC->NF-kB2 (p52)","NF"
"1968","SRC->WDR3","SRC->BCL10->WDR3"
"1969","SRC->G-protein alpha-i2","NF"
"1970","SRC->RXR","NF"
"1971","SRC->PKC-epsilon","NF"
"1972","SRC->GRP78","NF"
"1973","SRC->PKC-mu","NF"
"1974","SRC->NF-kB1 (p50)","NF"
"1975","SRC->STAT5A","NF"
"1976","SRC->COL1A2","NF"
"1977","SRC->TRUB2","SRC->BCL10->TRUB2"
"1978","SRC->Lef-1","NF"
"1979","SRC->BRG1","NF"
"1980","SRC->PKC-lambda/iota","NF"
"1981","ITGB4->MEK1(MAP2K1)","NF"
"1982","ITGB4->C/EBPalpha","NF"
"1983","ITGB4->MTOR","NF"
"1984","ITGB4->GSK3B","ITGB4->BCL10->GSK3B"
"1985","ITGB4->NF-kB","NF"
"1986","ITGB4->CREB1","NF"
"1987","ITGB4->ADAM17","NF"
"1988","ITGB4->RelA (p65 NF-kB subunit)","NF"
"1989","ITGB4->PRKAA1","none"
"1990","ITGB4->SRC","ITGB4->BCL10->SRC"
"1991","ITGB4->E2F1","NF"
"1992","ITGB4->STK11","NF"
"1993","ITGB4->SREBP1 (nuclear)","NF"
"1994","ITGB4->FAP-1","NF"
"1995","ITGB4->c-IAP2","NF"
"1996","ITGB4->FOXO3A","NF"
"1997","ITGB4->PKA-cat (cAMP-dependent)","NF"
"1998","ITGB4->RPS6KB1","NF"
"1999","ITGB4->CaMKK2","NF"
"2000","ITGB4->DEPTOR","NF"
"2001","ITGB4->CDK1 (p34)","NF"
"2002","ITGB4->STAT3","NF"
"2003","ITGB4->MLK3(MAP3K11)","NF"
"2004","ITGB4->EGFR","ITGB4->BCL10->EGFR"
"2005","ITGB4->p90Rsk","NF"
"2006","ITGB4->GSK3A/beta","NF"
"2007","ITGB4->TSC2","ITGB4->BCL10->TSC2"
"2008","ITGB4->NF-AT1(NFATC2)","NF"
"2009","ITGB4->C/EBPbeta","NF"
"2010","ITGB4->c-Abl","NF"
"2011","ITGB4->p300","NF"
"2012","ITGB4->AKT(PKB)","NF"
"2013","ITGB4->BCL10","ITGB4->BCL10"
"2014","ITGB4->RPS6KA1","NF"
"2015","ITGB4->SRF","NF"
"2016","ITGB4->RACK1","NF"
"2017","ITGB4->ESR1 (nuclear)","NF"
"2018","ITGB4->TSC1","ITGB4->BCL10->TSC1"
"2019","ITGB4->NCOA1 (SRC1)","NF"
"2020","ITGB4->MEK2(MAP2K2)","NF"
"2021","ITGB4->Cyclin D","NF"
"2022","ITGB4->HSP40","NF"
"2023","ITGB4->NF-AT2(NFATC1)","NF"
"2024","ITGB4->HNF4-alpha","NF"
"2025","ITGB4->c-Myc","NF"
"2026","ITGB4->NCOA3 (pCIP/SRC3)","NF"
"2027","ITGB4->GCR-alpha","NF"
"2028","ITGB4->Androgen receptor","NF"
"2029","ITGB4->PAX3","NF"
"2030","ITGB4->B-Raf","NF"
"2031","ITGB4->PLK1","NF"
"2032","ITGB4->RAF1","ITGB4->BCL10->RAF1"
"2033","ITGB4->RARalpha","NF"
"2034","ITGB4->NRF2","NF"
"2035","ITGB4->ESR2","NF"
"2036","ITGB4->p73","NF"
"2037","ITGB4->NOTCH1 (NICD)","NF"
"2038","ITGB4->AKT1","NF"
"2039","ITGB4->FAK1","NF"
"2040","ITGB4->p70 S6 kinase2","NF"
"2041","ITGB4->IKK-beta","NF"
"2042","ITGB4->Wee1B","NF"
"2043","ITGB4->IQGAP1","NF"
"2044","ITGB4->Cyclin D1","NF"
"2045","ITGB4->PKC-zeta","NF"
"2046","ITGB4->p90RSK2(RPS6KA3)","NF"
"2047","ITGB4->PRKAB1","ITGB4->BCL10->PRKAB1"
"2048","ITGB4->ERK2 (MAPK1)","NF"
"2049","ITGB4->ErbB4","NF"
"2050","ITGB4->Huntingtin","NF"
"2051","ITGB4->ETS1","NF"
"2052","ITGB4->M-Ras","NF"
"2053","ITGB4->Beta-catenin","NF"
"2054","ITGB4->Sirtuin1","NF"
"2055","ITGB4->H-Ras","NF"
"2056","ITGB4->JNK2(MAPK9)","NF"
"2057","ITGB4->p53","NF"
"2058","ITGB4->Oct-3/4","NF"
"2059","ITGB4->AML1 (RUNX1)","NF"
"2060","ITGB4->PAK1","NF"
"2061","ITGB4->KLF5","NF"
"2062","ITGB4->HSP70","NF"
"2063","ITGB4->SIK","NF"
"2064","ITGB4->TFIIB","NF"
"2065","ITGB4->Cyclin B1","NF"
"2066","ITGB4->AFX1","NF"
"2067","ITGB4->VIL2 (ezrin)","NF"
"2068","ITGB4->CARM1","NF"
"2069","ITGB4->TC21","NF"
"2070","ITGB4->LEPR","ITGB4->BCL10->LEPR"
"2071","ITGB4->GRB2","NF"
"2072","ITGB4->ATP1A1","NF"
"2073","ITGB4->MEK1/2","NF"
"2074","ITGB4->MITF","NF"
"2075","ITGB4->MUC1","NF"
"2076","ITGB4->ErbB3","NF"
"2077","ITGB4->Itch","NF"
"2078","ITGB4->LRP6","NF"
"2079","ITGB4->EGR1","NF"
"2080","ITGB4->PP1-cat","NF"
"2081","ITGB4->GSK3A","ITGB4->BCL10->GSK3A"
"2082","ITGB4->c-Fos","NF"
"2083","ITGB4->YB-1","NF"
"2084","ITGB4->PTEN","NF"
"2085","ITGB4->N-Myc","NF"
"2086","ITGB4->PIK3C3","ITGB4->BCL10->PIK3C3"
"2087","ITGB4->IRS-1","NF"
"2088","ITGB4->JunB","NF"
"2089","ITGB4->RelB (NF-kB subunit)","NF"
"2090","ITGB4->Bcl-3","NF"
"2091","ITGB4->BMAL1","NF"
"2092","ITGB4->YY1","NF"
"2093","ITGB4->Aurora-A","NF"
"2094","ITGB4->ERK1 (MAPK3)","NF"
"2095","ITGB4->c-Jun","NF"
"2096","ITGB4->K-RAS","NF"
"2097","ITGB4->Synapsin I","NF"
"2098","ITGB4->PSD-95","NF"
"2099","ITGB4->DNA-PK","NF"
"2100","ITGB4->Laforin","NF"
"2101","ITGB4->CBP","NF"
"2102","ITGB4->Calpain 2(m)","NF"
"2103","ITGB4->STAT5B","NF"
"2104","ITGB4->PKC-delta","NF"
"2105","ITGB4->STAT1","NF"
"2106","ITGB4->MMP-2","NF"
"2107","ITGB4->REV-ERBalpha","NF"
"2108","ITGB4->PKC-alpha","NF"
"2109","ITGB4->Axin1","NF"
"2110","ITGB4->PKA-cat alpha","NF"
"2111","ITGB4->PI-TP","NF"
"2112","ITGB4->NR2B","NF"
"2113","ITGB4->Plectin 1","NF"
"2114","ITGB4->PtdIns(345)P3+H(2)O = PO(4)('3-)+PtdIns(45)P2","NF"
"2115","ITGB4->Rac1","NF"
"2116","ITGB4->TGF-alpha","NF"
"2117","ITGB4->IGF-1 receptor","NF"
"2118","ITGB4->IKK (cat)","NF"
"2119","ITGB4->JAK2","NF"
"2120","ITGB4->SOS","NF"
"2121","ITGB4->PDK (PDPK1)","NF"
"2122","ITGB4->Shc","NF"
"2123","ITGB4->I-kB","NF"
"2124","ITGB4->APC protein","NF"
"2125","ITGB4->Axin","NF"
"2126","ITGB4->FRAT1","NF"
"2127","ITGB4->HSF1","NF"
"2128","ITGB4->IKK-gamma","NF"
"2129","ITGB4->A-Raf-1","NF"
"2130","ITGB4->ERK1/2","NF"
"2131","ITGB4->ERK5 (MAPK7)","NF"
"2132","ITGB4->Kinase MYT1","NF"
"2133","ITGB4->CDC25B","NF"
"2134","ITGB4->Gephyrin","NF"
"2135","ITGB4->RIPK1","NF"
"2136","ITGB4->RAP-1A","NF"
"2137","ITGB4->VAV-2","NF"
"2138","ITGB4->p120GAP","NF"
"2139","ITGB4->ErbB2","NF"
"2140","ITGB4->R-Ras","NF"
"2141","ITGB4->CDC42","NF"
"2142","ITGB4->JAK1","NF"
"2143","ITGB4->SP1","NF"
"2144","ITGB4->TCF7L2 (TCF4)","NF"
"2145","ITGB4->Amphiregulin","NF"
"2146","ITGB4->ILK","NF"
"2147","ITGB4->Paxillin","NF"
"2148","ITGB4->SHP-2","NF"
"2149","ITGB4->Securin","NF"
"2150","ITGB4->Raptor","NF"
"2151","ITGB4->SynGAP","NF"
"2152","ITGB4->RHEB2","NF"
"2153","ITGB4->AFAP","NF"
"2154","ITGB4->Progesterone receptor","NF"
"2155","ITGB4->PP2A catalytic","NF"
"2156","ITGB4->Talin","NF"
"2157","ITGB4->Prolactin receptor","NF"
"2158","ITGB4->CDC25A","NF"
"2159","ITGB4->CDC25C","NF"
"2160","ITGB4->RIPK2","NF"
"2161","ITGB4->PKC-eta","NF"
"2162","ITGB4->Rictor","NF"
"2163","ITGB4->ESPL1","ITGB4->BCL10->ESPL1"
"2164","ITGB4->PKC-theta","NF"
"2165","ITGB4->NF-kB2 (p52)","NF"
"2166","ITGB4->WDR3","ITGB4->BCL10->WDR3"
"2167","ITGB4->G-protein alpha-i2","NF"
"2168","ITGB4->RXR","NF"
"2169","ITGB4->PKC-epsilon","NF"
"2170","ITGB4->GRP78","NF"
"2171","ITGB4->PKC-mu","NF"
"2172","ITGB4->NF-kB1 (p50)","NF"
"2173","ITGB4->STAT5A","NF"
"2174","ITGB4->COL1A2","NF"
"2175","ITGB4->TRUB2","ITGB4->BCL10->TRUB2"
"2176","ITGB4->Lef-1","NF"
"2177","ITGB4->BRG1","NF"
"2178","ITGB4->PKC-lambda/iota","NF"
"2179","E2F1->MEK1(MAP2K1)","NF"
"2180","E2F1->C/EBPalpha","NF"
"2181","E2F1->MTOR","NF"
"2182","E2F1->GSK3B","NF"
"2183","E2F1->NF-kB","NF"
"2184","E2F1->CREB1","NF"
"2185","E2F1->ADAM17","NF"
"2186","E2F1->RelA (p65 NF-kB subunit)","NF"
"2187","E2F1->PRKAA1","NF"
"2188","E2F1->SRC","NF"
"2189","E2F1->ITGB4","NF"
"2190","E2F1->STK11","NF"
"2191","E2F1->SREBP1 (nuclear)","NF"
"2192","E2F1->FAP-1","NF"
"2193","E2F1->c-IAP2","NF"
"2194","E2F1->FOXO3A","NF"
"2195","E2F1->PKA-cat (cAMP-dependent)","NF"
"2196","E2F1->RPS6KB1","NF"
"2197","E2F1->CaMKK2","NF"
"2198","E2F1->DEPTOR","NF"
"2199","E2F1->CDK1 (p34)","NF"
"2200","E2F1->STAT3","NF"
"2201","E2F1->MLK3(MAP3K11)","NF"
"2202","E2F1->EGFR","NF"
"2203","E2F1->p90Rsk","NF"
"2204","E2F1->GSK3A/beta","NF"
"2205","E2F1->TSC2","NF"
"2206","E2F1->NF-AT1(NFATC2)","NF"
"2207","E2F1->C/EBPbeta","NF"
"2208","E2F1->c-Abl","NF"
"2209","E2F1->p300","NF"
"2210","E2F1->AKT(PKB)","NF"
"2211","E2F1->BCL10","NF"
"2212","E2F1->RPS6KA1","NF"
"2213","E2F1->SRF","NF"
"2214","E2F1->RACK1","NF"
"2215","E2F1->ESR1 (nuclear)","NF"
"2216","E2F1->TSC1","NF"
"2217","E2F1->NCOA1 (SRC1)","NF"
"2218","E2F1->MEK2(MAP2K2)","NF"
"2219","E2F1->Cyclin D","NF"
"2220","E2F1->HSP40","NF"
"2221","E2F1->NF-AT2(NFATC1)","NF"
"2222","E2F1->HNF4-alpha","NF"
"2223","E2F1->c-Myc","NF"
"2224","E2F1->NCOA3 (pCIP/SRC3)","NF"
"2225","E2F1->GCR-alpha","NF"
"2226","E2F1->Androgen receptor","NF"
"2227","E2F1->PAX3","NF"
"2228","E2F1->B-Raf","NF"
"2229","E2F1->PLK1","NF"
"2230","E2F1->RAF1","NF"
"2231","E2F1->RARalpha","NF"
"2232","E2F1->NRF2","NF"
"2233","E2F1->ESR2","NF"
"2234","E2F1->p73","NF"
"2235","E2F1->NOTCH1 (NICD)","NF"
"2236","E2F1->AKT1","NF"
"2237","E2F1->FAK1","NF"
"2238","E2F1->p70 S6 kinase2","NF"
"2239","E2F1->IKK-beta","NF"
"2240","E2F1->Wee1B","NF"
"2241","E2F1->IQGAP1","NF"
"2242","E2F1->Cyclin D1","NF"
"2243","E2F1->PKC-zeta","NF"
"2244","E2F1->p90RSK2(RPS6KA3)","NF"
"2245","E2F1->PRKAB1","NF"
"2246","E2F1->ERK2 (MAPK1)","NF"
"2247","E2F1->ErbB4","NF"
"2248","E2F1->Huntingtin","NF"
"2249","E2F1->ETS1","NF"
"2250","E2F1->M-Ras","NF"
"2251","E2F1->Beta-catenin","NF"
"2252","E2F1->Sirtuin1","NF"
"2253","E2F1->H-Ras","NF"
"2254","E2F1->JNK2(MAPK9)","NF"
"2255","E2F1->p53","NF"
"2256","E2F1->Oct-3/4","NF"
"2257","E2F1->AML1 (RUNX1)","NF"
"2258","E2F1->PAK1","NF"
"2259","E2F1->KLF5","NF"
"2260","E2F1->HSP70","NF"
"2261","E2F1->SIK","NF"
"2262","E2F1->TFIIB","NF"
"2263","E2F1->Cyclin B1","NF"
"2264","E2F1->AFX1","NF"
"2265","E2F1->VIL2 (ezrin)","NF"
"2266","E2F1->CARM1","NF"
"2267","E2F1->TC21","NF"
"2268","E2F1->LEPR","NF"
"2269","E2F1->GRB2","NF"
"2270","E2F1->ATP1A1","NF"
"2271","E2F1->MEK1/2","NF"
"2272","E2F1->MITF","NF"
"2273","E2F1->MUC1","NF"
"2274","E2F1->ErbB3","NF"
"2275","E2F1->Itch","NF"
"2276","E2F1->LRP6","NF"
"2277","E2F1->EGR1","NF"
"2278","E2F1->PP1-cat","NF"
"2279","E2F1->GSK3A","NF"
"2280","E2F1->c-Fos","NF"
"2281","E2F1->YB-1","NF"
"2282","E2F1->PTEN","NF"
"2283","E2F1->N-Myc","NF"
"2284","E2F1->PIK3C3","NF"
"2285","E2F1->IRS-1","NF"
"2286","E2F1->JunB","NF"
"2287","E2F1->RelB (NF-kB subunit)","NF"
"2288","E2F1->Bcl-3","NF"
"2289","E2F1->BMAL1","NF"
"2290","E2F1->YY1","NF"
"2291","E2F1->Aurora-A","NF"
"2292","E2F1->ERK1 (MAPK3)","NF"
"2293","E2F1->c-Jun","NF"
"2294","E2F1->K-RAS","NF"
"2295","E2F1->Synapsin I","NF"
"2296","E2F1->PSD-95","NF"
"2297","E2F1->DNA-PK","NF"
"2298","E2F1->Laforin","NF"
"2299","E2F1->CBP","NF"
"2300","E2F1->Calpain 2(m)","NF"
"2301","E2F1->STAT5B","NF"
"2302","E2F1->PKC-delta","NF"
"2303","E2F1->STAT1","NF"
"2304","E2F1->MMP-2","NF"
"2305","E2F1->REV-ERBalpha","NF"
"2306","E2F1->PKC-alpha","NF"
"2307","E2F1->Axin1","NF"
"2308","E2F1->PKA-cat alpha","NF"
"2309","E2F1->PI-TP","NF"
"2310","E2F1->NR2B","NF"
"2311","E2F1->Plectin 1","NF"
"2312","E2F1->PtdIns(345)P3+H(2)O = PO(4)('3-)+PtdIns(45)P2","NF"
"2313","E2F1->Rac1","NF"
"2314","E2F1->TGF-alpha","NF"
"2315","E2F1->IGF-1 receptor","NF"
"2316","E2F1->IKK (cat)","NF"
"2317","E2F1->JAK2","NF"
"2318","E2F1->SOS","NF"
"2319","E2F1->PDK (PDPK1)","NF"
"2320","E2F1->Shc","NF"
"2321","E2F1->I-kB","NF"
"2322","E2F1->APC protein","NF"
"2323","E2F1->Axin","NF"
"2324","E2F1->FRAT1","NF"
"2325","E2F1->HSF1","NF"
"2326","E2F1->IKK-gamma","NF"
"2327","E2F1->A-Raf-1","NF"
"2328","E2F1->ERK1/2","NF"
"2329","E2F1->ERK5 (MAPK7)","NF"
"2330","E2F1->Kinase MYT1","NF"
"2331","E2F1->CDC25B","NF"
"2332","E2F1->Gephyrin","NF"
"2333","E2F1->RIPK1","NF"
"2334","E2F1->RAP-1A","NF"
"2335","E2F1->VAV-2","NF"
"2336","E2F1->p120GAP","NF"
"2337","E2F1->ErbB2","NF"
"2338","E2F1->R-Ras","NF"
"2339","E2F1->CDC42","NF"
"2340","E2F1->JAK1","NF"
"2341","E2F1->SP1","NF"
"2342","E2F1->TCF7L2 (TCF4)","NF"
"2343","E2F1->Amphiregulin","NF"
"2344","E2F1->ILK","NF"
"2345","E2F1->Paxillin","NF"
"2346","E2F1->SHP-2","NF"
"2347","E2F1->Securin","NF"
"2348","E2F1->Raptor","NF"
"2349","E2F1->SynGAP","NF"
"2350","E2F1->RHEB2","NF"
"2351","E2F1->AFAP","NF"
"2352","E2F1->Progesterone receptor","NF"
"2353","E2F1->PP2A catalytic","NF"
"2354","E2F1->Talin","NF"
"2355","E2F1->Prolactin receptor","NF"
"2356","E2F1->CDC25A","NF"
"2357","E2F1->CDC25C","NF"
"2358","E2F1->RIPK2","NF"
"2359","E2F1->PKC-eta","NF"
"2360","E2F1->Rictor","NF"
"2361","E2F1->ESPL1","NF"
"2362","E2F1->PKC-theta","NF"
"2363","E2F1->NF-kB2 (p52)","NF"
"2364","E2F1->WDR3","NF"
"2365","E2F1->G-protein alpha-i2","NF"
"2366","E2F1->RXR","NF"
"2367","E2F1->PKC-epsilon","NF"
"2368","E2F1->GRP78","NF"
"2369","E2F1->PKC-mu","NF"
"2370","E2F1->NF-kB1 (p50)","NF"
"2371","E2F1->STAT5A","NF"
"2372","E2F1->COL1A2","NF"
"2373","E2F1->TRUB2","NF"
"2374","E2F1->Lef-1","NF"
"2375","E2F1->BRG1","NF"
"2376","E2F1->PKC-lambda/iota","NF"
"2377","STK11->MEK1(MAP2K1)","NF"
"2378","STK11->C/EBPalpha","NF"
"2379","STK11->MTOR","NF"
"2380","STK11->GSK3B","NF"
"2381","STK11->NF-kB","NF"
"2382","STK11->CREB1","NF"
"2383","STK11->ADAM17","NF"
"2384","STK11->RelA (p65 NF-kB subunit)","NF"
"2385","STK11->PRKAA1","NF"
"2386","STK11->SRC","NF"
"2387","STK11->ITGB4","NF"
"2388","STK11->E2F1","NF"
"2389","STK11->SREBP1 (nuclear)","NF"
"2390","STK11->FAP-1","NF"
"2391","STK11->c-IAP2","NF"
"2392","STK11->FOXO3A","NF"
"2393","STK11->PKA-cat (cAMP-dependent)","NF"
"2394","STK11->RPS6KB1","NF"
"2395","STK11->CaMKK2","NF"
"2396","STK11->DEPTOR","NF"
"2397","STK11->CDK1 (p34)","NF"
"2398","STK11->STAT3","NF"
"2399","STK11->MLK3(MAP3K11)","NF"
"2400","STK11->EGFR","NF"
"2401","STK11->p90Rsk","NF"
"2402","STK11->GSK3A/beta","NF"
"2403","STK11->TSC2","NF"
"2404","STK11->NF-AT1(NFATC2)","NF"
"2405","STK11->C/EBPbeta","NF"
"2406","STK11->c-Abl","NF"
"2407","STK11->p300","NF"
"2408","STK11->AKT(PKB)","NF"
"2409","STK11->BCL10","NF"
"2410","STK11->RPS6KA1","NF"
"2411","STK11->SRF","NF"
"2412","STK11->RACK1","NF"
"2413","STK11->ESR1 (nuclear)","NF"
"2414","STK11->TSC1","NF"
"2415","STK11->NCOA1 (SRC1)","NF"
"2416","STK11->MEK2(MAP2K2)","NF"
"2417","STK11->Cyclin D","NF"
"2418","STK11->HSP40","NF"
"2419","STK11->NF-AT2(NFATC1)","NF"
"2420","STK11->HNF4-alpha","NF"
"2421","STK11->c-Myc","NF"
"2422","STK11->NCOA3 (pCIP/SRC3)","NF"
"2423","STK11->GCR-alpha","NF"
"2424","STK11->Androgen receptor","NF"
"2425","STK11->PAX3","NF"
"2426","STK11->B-Raf","NF"
"2427","STK11->PLK1","NF"
"2428","STK11->RAF1","NF"
"2429","STK11->RARalpha","NF"
"2430","STK11->NRF2","NF"
"2431","STK11->ESR2","NF"
"2432","STK11->p73","NF"
"2433","STK11->NOTCH1 (NICD)","NF"
"2434","STK11->AKT1","NF"
"2435","STK11->FAK1","NF"
"2436","STK11->p70 S6 kinase2","NF"
"2437","STK11->IKK-beta","NF"
"2438","STK11->Wee1B","NF"
"2439","STK11->IQGAP1","NF"
"2440","STK11->Cyclin D1","NF"
"2441","STK11->PKC-zeta","NF"
"2442","STK11->p90RSK2(RPS6KA3)","NF"
"2443","STK11->PRKAB1","NF"
"2444","STK11->ERK2 (MAPK1)","NF"
"2445","STK11->ErbB4","NF"
"2446","STK11->Huntingtin","NF"
"2447","STK11->ETS1","NF"
"2448","STK11->M-Ras","NF"
"2449","STK11->Beta-catenin","NF"
"2450","STK11->Sirtuin1","NF"
"2451","STK11->H-Ras","NF"
"2452","STK11->JNK2(MAPK9)","NF"
"2453","STK11->p53","NF"
"2454","STK11->Oct-3/4","NF"
"2455","STK11->AML1 (RUNX1)","NF"
"2456","STK11->PAK1","NF"
"2457","STK11->KLF5","NF"
"2458","STK11->HSP70","NF"
"2459","STK11->SIK","NF"
"2460","STK11->TFIIB","NF"
"2461","STK11->Cyclin B1","NF"
"2462","STK11->AFX1","NF"
"2463","STK11->VIL2 (ezrin)","NF"
"2464","STK11->CARM1","NF"
"2465","STK11->TC21","NF"
"2466","STK11->LEPR","NF"
"2467","STK11->GRB2","NF"
"2468","STK11->ATP1A1","NF"
"2469","STK11->MEK1/2","NF"
"2470","STK11->MITF","NF"
"2471","STK11->MUC1","NF"
"2472","STK11->ErbB3","NF"
"2473","STK11->Itch","NF"
"2474","STK11->LRP6","NF"
"2475","STK11->EGR1","NF"
"2476","STK11->PP1-cat","NF"
"2477","STK11->GSK3A","NF"
"2478","STK11->c-Fos","NF"
"2479","STK11->YB-1","NF"
"2480","STK11->PTEN","NF"
"2481","STK11->N-Myc","NF"
"2482","STK11->PIK3C3","NF"
"2483","STK11->IRS-1","NF"
"2484","STK11->JunB","NF"
"2485","STK11->RelB (NF-kB subunit)","NF"
"2486","STK11->Bcl-3","NF"
"2487","STK11->BMAL1","NF"
"2488","STK11->YY1","NF"
"2489","STK11->Aurora-A","NF"
"2490","STK11->ERK1 (MAPK3)","NF"
"2491","STK11->c-Jun","NF"
"2492","STK11->K-RAS","NF"
"2493","STK11->Synapsin I","NF"
"2494","STK11->PSD-95","NF"
"2495","STK11->DNA-PK","NF"
"2496","STK11->Laforin","NF"
"2497","STK11->CBP","NF"
"2498","STK11->Calpain 2(m)","NF"
"2499","STK11->STAT5B","NF"
"2500","STK11->PKC-delta","NF"
"2501","STK11->STAT1","NF"
"2502","STK11->MMP-2","NF"
"2503","STK11->REV-ERBalpha","NF"
"2504","STK11->PKC-alpha","NF"
"2505","STK11->Axin1","NF"
"2506","STK11->PKA-cat alpha","NF"
"2507","STK11->PI-TP","NF"
"2508","STK11->NR2B","NF"
"2509","STK11->Plectin 1","NF"
"2510","STK11->PtdIns(345)P3+H(2)O = PO(4)('3-)+PtdIns(45)P2","NF"
"2511","STK11->Rac1","NF"
"2512","STK11->TGF-alpha","NF"
"2513","STK11->IGF-1 receptor","NF"
"2514","STK11->IKK (cat)","NF"
"2515","STK11->JAK2","NF"
"2516","STK11->SOS","NF"
"2517","STK11->PDK (PDPK1)","NF"
"2518","STK11->Shc","NF"
"2519","STK11->I-kB","NF"
"2520","STK11->APC protein","NF"
"2521","STK11->Axin","NF"
"2522","STK11->FRAT1","NF"
"2523","STK11->HSF1","NF"
"2524","STK11->IKK-gamma","NF"
"2525","STK11->A-Raf-1","NF"
"2526","STK11->ERK1/2","NF"
"2527","STK11->ERK5 (MAPK7)","NF"
"2528","STK11->Kinase MYT1","NF"
"2529","STK11->CDC25B","NF"
"2530","STK11->Gephyrin","NF"
"2531","STK11->RIPK1","NF"
"2532","STK11->RAP-1A","NF"
"2533","STK11->VAV-2","NF"
"2534","STK11->p120GAP","NF"
"2535","STK11->ErbB2","NF"
"2536","STK11->R-Ras","NF"
"2537","STK11->CDC42","NF"
"2538","STK11->JAK1","NF"
"2539","STK11->SP1","NF"
"2540","STK11->TCF7L2 (TCF4)","NF"
"2541","STK11->Amphiregulin","NF"
"2542","STK11->ILK","NF"
"2543","STK11->Paxillin","NF"
"2544","STK11->SHP-2","NF"
"2545","STK11->Securin","NF"
"2546","STK11->Raptor","NF"
"2547","STK11->SynGAP","NF"
"2548","STK11->RHEB2","NF"
"2549","STK11->AFAP","NF"
"2550","STK11->Progesterone receptor","NF"
"2551","STK11->PP2A catalytic","NF"
"2552","STK11->Talin","NF"
"2553","STK11->Prolactin receptor","NF"
"2554","STK11->CDC25A","NF"
"2555","STK11->CDC25C","NF"
"2556","STK11->RIPK2","NF"
"2557","STK11->PKC-eta","NF"
"2558","STK11->Rictor","NF"
"2559","STK11->ESPL1","NF"
"2560","STK11->PKC-theta","NF"
"2561","STK11->NF-kB2 (p52)","NF"
"2562","STK11->WDR3","NF"
"2563","STK11->G-protein alpha-i2","NF"
"2564","STK11->RXR","NF"
"2565","STK11->PKC-epsilon","NF"
"2566","STK11->GRP78","NF"
"2567","STK11->PKC-mu","NF"
"2568","STK11->NF-kB1 (p50)","NF"
"2569","STK11->STAT5A","NF"
"2570","STK11->COL1A2","NF"
"2571","STK11->TRUB2","NF"
"2572","STK11->Lef-1","NF"
"2573","STK11->BRG1","NF"
"2574","STK11->PKC-lambda/iota","NF"
"2575","SREBP1 (nuclear)->MEK1(MAP2K1)","NF"
"2576","SREBP1 (nuclear)->C/EBPalpha","NF"
"2577","SREBP1 (nuclear)->MTOR","NF"
"2578","SREBP1 (nuclear)->GSK3B","NF"
"2579","SREBP1 (nuclear)->NF-kB","NF"
"2580","SREBP1 (nuclear)->CREB1","NF"
"2581","SREBP1 (nuclear)->ADAM17","NF"
"2582","SREBP1 (nuclear)->RelA (p65 NF-kB subunit)","NF"
"2583","SREBP1 (nuclear)->PRKAA1","NF"
"2584","SREBP1 (nuclear)->SRC","NF"
"2585","SREBP1 (nuclear)->ITGB4","NF"
"2586","SREBP1 (nuclear)->E2F1","NF"
"2587","SREBP1 (nuclear)->STK11","NF"
"2588","SREBP1 (nuclear)->FAP-1","NF"
"2589","SREBP1 (nuclear)->c-IAP2","NF"
"2590","SREBP1 (nuclear)->FOXO3A","NF"
"2591","SREBP1 (nuclear)->PKA-cat (cAMP-dependent)","NF"
"2592","SREBP1 (nuclear)->RPS6KB1","NF"
"2593","SREBP1 (nuclear)->CaMKK2","NF"
"2594","SREBP1 (nuclear)->DEPTOR","NF"
"2595","SREBP1 (nuclear)->CDK1 (p34)","NF"
"2596","SREBP1 (nuclear)->STAT3","NF"
"2597","SREBP1 (nuclear)->MLK3(MAP3K11)","NF"
"2598","SREBP1 (nuclear)->EGFR","NF"
"2599","SREBP1 (nuclear)->p90Rsk","NF"
"2600","SREBP1 (nuclear)->GSK3A/beta","NF"
"2601","SREBP1 (nuclear)->TSC2","NF"
"2602","SREBP1 (nuclear)->NF-AT1(NFATC2)","NF"
"2603","SREBP1 (nuclear)->C/EBPbeta","NF"
"2604","SREBP1 (nuclear)->c-Abl","NF"
"2605","SREBP1 (nuclear)->p300","NF"
"2606","SREBP1 (nuclear)->AKT(PKB)","NF"
"2607","SREBP1 (nuclear)->BCL10","NF"
"2608","SREBP1 (nuclear)->RPS6KA1","NF"
"2609","SREBP1 (nuclear)->SRF","NF"
"2610","SREBP1 (nuclear)->RACK1","NF"
"2611","SREBP1 (nuclear)->ESR1 (nuclear)","NF"
