"","literature.path","explained.by"
"2592","p300->AMPK","NF"
"2593","p300->c-IAP2","NF"
"2594","p300->FOXO3A","NF"
"2595","p300->P70S6K","NF"
"2596","p300->CDK1","NF"
"2597","p300->STAT3","NF"
"2598","p300->MAP3K","NF"
"2599","p300->GSK3A","NF"
"2600","p300->Tuberin","NF"
"2601","p300->C/EBPbeta","NF"
"2602","p300->c-Abl","NF"
"2603","p300->AKT","NF"
"2604","p300->ESR1","NF"
"2605","p300->EGFR","NF"
"2606","p300->Cyclin D","NF"
"2607","p300->RAF1","NF"
"2608","p300->Androgen receptor","NF"
"2609","p300->HGF receptor (Met)","NF"
"2610","p300->B-Raf","NF"
"2611","p300->PKC","NF"
"2612","p300->HSF1","NF"
"2613","p300->NOTCH1 (NICD)","NF"
"2614","p300->AKT1","NF"
"2615","p300->FAK1","NF"
"2616","p300->IKK-beta","NF"
"2617","p300->Cyclin D1","NF"
"2618","p300->PRKAB1","NF"
"2619","p300->MAPK1","NF"
"2620","p300->ErbB4","NF"
"2621","p300->Beta-catenin","NF"
"2622","p300->Sirtuin1","NF"
"2623","p300->H-Ras","NF"
"2624","p300->JNK2(MAPK9)","NF"
"2625","p300->p53","NF"
"2626","p300->PAK1","NF"
"2627","p300->KLF5","NF"
"2628","p300->HSP70","NF"
"2629","p300->SIK","NF"
"2630","p300->VIL2","NF"
"2631","p300->CARM1","NF"
"2632","p300->TC21","NF"
"2633","p300->LEPR","NF"
"2634","p300->GRB2","NF"
"2635","p300->ETS1","NF"
"2636","p300->MITF","NF"
"2637","p300->MUC1","NF"
"2638","p300->ErbB3","NF"
"2639","p300->LRP6","NF"
"2640","p300->NF-AT2(NFATC1)","NF"
"2641","p300->PP1-cat","NF"
"2642","p300->YB-1","NF"
"2643","p300->PIK3C3","NF"
"2644","p300->RelB (NF-kB subunit)","NF"
"2645","p300->IGF-1 receptor","NF"
"2646","p300->Bcl-3","NF"
"2647","p300->c-Myc","NF"
"2648","p300->Aurora-A","NF"
"2649","p300->MAPK3","NF"
"2650","p300->PRAS40","NF"
"2651","p300->BCL10","NF"
"2652","p300->EGR1","NF"
"2653","p300->N-Myc","NF"
"2654","p300->PP2A catalytic","NF"
"2655","p300->STAT1","NF"
"2656","p300->PRKAA1","NF"
"2657","p300->PP2A cat (alpha)","NF"
"2658","p300->PI-TP","NF"
"2659","p300->STAT5B","NF"
"2660","p300->c-Jun","NF"
"2661","p300->JAK2","NF"
"2662","p300->Axin","NF"
"2663","p300->FRAT1","NF"
"2664","p300->Shc","NF"
"2665","p300->GRB10","NF"
"2666","p300->RAP-1A","NF"
"2667","p300->p120GAP","NF"
"2668","p300->ErbB2","NF"
"2669","p300->CDC42","NF"
"2670","p300->JAK1","NF"
"2671","p300->JunB","NF"
"2672","p300->SP1","NF"
"2673","p300->P90S6K","NF"
"2674","p300->Paxillin","NF"
"2675","p300->SHP-2","NF"
"2676","p300->Securin","NF"
"2677","p300->SRC","NF"
"2678","p300->Raptor","NF"
"2679","p300->RHEB2","NF"
"2680","p300->Prolactin receptor","NF"
"2681","p300->CDC25A","NF"
"2682","p300->RIPK2","NF"
"2683","p300->Rictor","NF"
"2684","p300->BMAL1","NF"
"2685","p300->ESPL1","NF"
"2686","p300->AML1 (RUNX1)","NF"
"2687","p300->DEPTOR","NF"
"2688","p300->PLK1","NF"
"2689","p300->ROCK1","NF"
"2690","p300->YY1","NF"
"2691","p300->PKC-theta","NF"
"2692","p300->SREBP1 (nuclear)","NF"
"2693","p300->CREB1","NF"
"2694","p300->WDR3","NF"
"2695","p300->G-protein alpha-i2","NF"
"2696","p300->PKA-cat alpha","NF"
"2697","p300->PTEN","NF"
"2698","p300->DNA-PK","NF"
"2699","p300->GRP78","NF"
"2700","p300->RARalpha","NF"
"2701","p300->C/EBPalpha","NF"
"2702","p300->GCR-alpha","NF"
"2703","p300->PKC-mu","NF"
"2704","p300->MEK1/2","NF"
"2705","p300->ADAM17","NF"
"2706","p300->STAT5A","NF"
"2707","p300->ERK1/2","NF"
"2708","p300->APC protein","NF"
"2709","p300->BRG1","NF"
"2710","p300->NF-kB1 (p50)","NF"
"2711","p300->PKC-lambda/iota","NF"
"2712","AKT->MAP2K","NF"
"2713","AKT->SRC1","NF"
"2714","AKT->mTOR","NF"
"2715","AKT->NUR77","NF"
"2716","AKT->GSK3B","NF"
"2717","AKT->NF-kB","NF"
"2718","AKT->ITGB4","NF"
"2719","AKT->E2F1","NF"
"2720","AKT->LKB1","NF"
"2721","AKT->AMPK","NF"
"2722","AKT->c-IAP2","NF"
"2723","AKT->FOXO3A","NF"
"2724","AKT->P70S6K","NF"
"2725","AKT->CDK1","NF"
"2726","AKT->STAT3","NF"
"2727","AKT->MAP3K","NF"
"2728","AKT->GSK3A","NF"
"2729","AKT->Tuberin","NF"
"2730","AKT->C/EBPbeta","NF"
"2731","AKT->c-Abl","NF"
"2732","AKT->p300","NF"
"2733","AKT->ESR1","NF"
"2734","AKT->EGFR","NF"
"2735","AKT->Cyclin D","NF"
"2736","AKT->RAF1","NF"
"2737","AKT->Androgen receptor","NF"
"2738","AKT->HGF receptor (Met)","NF"
"2739","AKT->B-Raf","NF"
"2740","AKT->PKC","NF"
"2741","AKT->HSF1","NF"
"2742","AKT->NOTCH1 (NICD)","NF"
"2743","AKT->AKT1","NF"
"2744","AKT->FAK1","NF"
"2745","AKT->IKK-beta","NF"
"2746","AKT->Cyclin D1","NF"
"2747","AKT->PRKAB1","NF"
"2748","AKT->MAPK1","NF"
"2749","AKT->ErbB4","NF"
"2750","AKT->Beta-catenin","NF"
"2751","AKT->Sirtuin1","NF"
"2752","AKT->H-Ras","NF"
"2753","AKT->JNK2(MAPK9)","NF"
"2754","AKT->p53","NF"
"2755","AKT->PAK1","NF"
"2756","AKT->KLF5","NF"
"2757","AKT->HSP70","NF"
"2758","AKT->SIK","NF"
"2759","AKT->VIL2","NF"
"2760","AKT->CARM1","NF"
"2761","AKT->TC21","NF"
"2762","AKT->LEPR","NF"
"2763","AKT->GRB2","NF"
"2764","AKT->ETS1","NF"
"2765","AKT->MITF","NF"
"2766","AKT->MUC1","NF"
"2767","AKT->ErbB3","NF"
"2768","AKT->LRP6","NF"
"2769","AKT->NF-AT2(NFATC1)","NF"
"2770","AKT->PP1-cat","NF"
"2771","AKT->YB-1","NF"
"2772","AKT->PIK3C3","NF"
"2773","AKT->RelB (NF-kB subunit)","NF"
"2774","AKT->IGF-1 receptor","NF"
"2775","AKT->Bcl-3","NF"
"2776","AKT->c-Myc","NF"
"2777","AKT->Aurora-A","NF"
"2778","AKT->MAPK3","NF"
"2779","AKT->PRAS40","NF"
"2780","AKT->BCL10","NF"
"2781","AKT->EGR1","NF"
"2782","AKT->N-Myc","NF"
"2783","AKT->PP2A catalytic","NF"
"2784","AKT->STAT1","NF"
"2785","AKT->PRKAA1","NF"
"2786","AKT->PP2A cat (alpha)","NF"
"2787","AKT->PI-TP","NF"
"2788","AKT->STAT5B","NF"
"2789","AKT->c-Jun","NF"
"2790","AKT->JAK2","NF"
"2791","AKT->Axin","NF"
"2792","AKT->FRAT1","NF"
"2793","AKT->Shc","NF"
"2794","AKT->GRB10","NF"
"2795","AKT->RAP-1A","NF"
"2796","AKT->p120GAP","NF"
"2797","AKT->ErbB2","NF"
"2798","AKT->CDC42","NF"
"2799","AKT->JAK1","NF"
"2800","AKT->JunB","NF"
"2801","AKT->SP1","NF"
"2802","AKT->P90S6K","NF"
"2803","AKT->Paxillin","NF"
"2804","AKT->SHP-2","NF"
"2805","AKT->Securin","NF"
"2806","AKT->SRC","NF"
"2807","AKT->Raptor","NF"
"2808","AKT->RHEB2","NF"
"2809","AKT->Prolactin receptor","NF"
"2810","AKT->CDC25A","NF"
"2811","AKT->RIPK2","NF"
"2812","AKT->Rictor","NF"
"2813","AKT->BMAL1","NF"
"2814","AKT->ESPL1","NF"
"2815","AKT->AML1 (RUNX1)","NF"
"2816","AKT->DEPTOR","NF"
"2817","AKT->PLK1","NF"
"2818","AKT->ROCK1","NF"
"2819","AKT->YY1","NF"
"2820","AKT->PKC-theta","NF"
"2821","AKT->SREBP1 (nuclear)","NF"
"2822","AKT->CREB1","NF"
"2823","AKT->WDR3","NF"
"2824","AKT->G-protein alpha-i2","NF"
"2825","AKT->PKA-cat alpha","NF"
"2826","AKT->PTEN","NF"
"2827","AKT->DNA-PK","NF"
"2828","AKT->GRP78","NF"
"2829","AKT->RARalpha","NF"
"2830","AKT->C/EBPalpha","NF"
"2831","AKT->GCR-alpha","NF"
"2832","AKT->PKC-mu","NF"
"2833","AKT->MEK1/2","NF"
"2834","AKT->ADAM17","NF"
"2835","AKT->STAT5A","NF"
"2836","AKT->ERK1/2","NF"
"2837","AKT->APC protein","NF"
"2838","AKT->BRG1","NF"
"2839","AKT->NF-kB1 (p50)","NF"
"2840","AKT->PKC-lambda/iota","NF"
"2841","RACK1->MAP2K","NF"
"2842","RACK1->SRC1","NF"
"2843","RACK1->mTOR","NF"
"2844","RACK1->NUR77","NF"
"2845","RACK1->GSK3B","NF"
"2846","RACK1->NF-kB","NF"
"2847","RACK1->ITGB4","NF"
"2848","RACK1->E2F1","NF"
"2849","RACK1->LKB1","NF"
"2850","RACK1->AMPK","NF"
"2851","RACK1->c-IAP2","NF"
"2852","RACK1->FOXO3A","NF"
"2853","RACK1->P70S6K","NF"
"2854","RACK1->CDK1","NF"
"2855","RACK1->STAT3","NF"
"2856","RACK1->MAP3K","NF"
"2857","RACK1->GSK3A","NF"
"2858","RACK1->Tuberin","NF"
"2859","RACK1->C/EBPbeta","NF"
"2860","RACK1->c-Abl","NF"
"2861","RACK1->p300","NF"
"2862","RACK1->AKT","NF"
"2863","RACK1->ESR1","NF"
"2864","RACK1->EGFR","NF"
"2865","RACK1->Cyclin D","NF"
"2866","RACK1->RAF1","NF"
"2867","RACK1->Androgen receptor","NF"
"2868","RACK1->HGF receptor (Met)","NF"
"2869","RACK1->B-Raf","NF"
"2870","RACK1->PKC","NF"
"2871","RACK1->HSF1","NF"
"2872","RACK1->NOTCH1 (NICD)","NF"
"2873","RACK1->AKT1","NF"
"2874","RACK1->FAK1","NF"
"2875","RACK1->IKK-beta","NF"
"2876","RACK1->Cyclin D1","NF"
"2877","RACK1->PRKAB1","NF"
"2878","RACK1->MAPK1","NF"
"2879","RACK1->ErbB4","NF"
"2880","RACK1->Beta-catenin","NF"
"2881","RACK1->Sirtuin1","NF"
"2882","RACK1->H-Ras","NF"
"2883","RACK1->JNK2(MAPK9)","NF"
"2884","RACK1->p53","NF"
"2885","RACK1->PAK1","NF"
"2886","RACK1->KLF5","NF"
"2887","RACK1->HSP70","NF"
"2888","RACK1->SIK","NF"
"2889","RACK1->VIL2","NF"
"2890","RACK1->CARM1","NF"
"2891","RACK1->TC21","NF"
"2892","RACK1->LEPR","NF"
"2893","RACK1->GRB2","NF"
"2894","RACK1->ETS1","NF"
"2895","RACK1->MITF","NF"
"2896","RACK1->MUC1","NF"
"2897","RACK1->ErbB3","NF"
"2898","RACK1->LRP6","NF"
"2899","RACK1->NF-AT2(NFATC1)","NF"
"2900","RACK1->PP1-cat","NF"
"2901","RACK1->YB-1","NF"
"2902","RACK1->PIK3C3","NF"
"2903","RACK1->RelB (NF-kB subunit)","NF"
"2904","RACK1->IGF-1 receptor","NF"
"2905","RACK1->Bcl-3","NF"
"2906","RACK1->c-Myc","NF"
"2907","RACK1->Aurora-A","NF"
"2908","RACK1->MAPK3","NF"
"2909","RACK1->PRAS40","NF"
"2910","RACK1->BCL10","NF"
"2911","RACK1->EGR1","NF"
"2912","RACK1->N-Myc","NF"
"2913","RACK1->PP2A catalytic","NF"
"2914","RACK1->STAT1","NF"
"2915","RACK1->PRKAA1","NF"
"2916","RACK1->PP2A cat (alpha)","NF"
"2917","RACK1->PI-TP","NF"
"2918","RACK1->STAT5B","NF"
"2919","RACK1->c-Jun","NF"
"2920","RACK1->JAK2","NF"
"2921","RACK1->Axin","NF"
"2922","RACK1->FRAT1","NF"
"2923","RACK1->Shc","NF"
"2924","RACK1->GRB10","NF"
"2925","RACK1->RAP-1A","NF"
"2926","RACK1->p120GAP","NF"
"2927","RACK1->ErbB2","NF"
"2928","RACK1->CDC42","NF"
"2929","RACK1->JAK1","NF"
"2930","RACK1->JunB","NF"
"2931","RACK1->SP1","NF"
"2932","RACK1->P90S6K","NF"
"2933","RACK1->Paxillin","NF"
"2934","RACK1->SHP-2","NF"
"2935","RACK1->Securin","NF"
"2936","RACK1->SRC","NF"
"2937","RACK1->Raptor","NF"
"2938","RACK1->RHEB2","NF"
"2939","RACK1->Prolactin receptor","NF"
"2940","RACK1->CDC25A","NF"
"2941","RACK1->RIPK2","NF"
"2942","RACK1->Rictor","NF"
"2943","RACK1->BMAL1","NF"
"2944","RACK1->ESPL1","NF"
"2945","RACK1->AML1 (RUNX1)","NF"
"2946","RACK1->DEPTOR","NF"
"2947","RACK1->PLK1","NF"
"2948","RACK1->ROCK1","NF"
"2949","RACK1->YY1","NF"
"2950","RACK1->PKC-theta","NF"
"2951","RACK1->SREBP1 (nuclear)","NF"
"2952","RACK1->CREB1","NF"
"2953","RACK1->WDR3","NF"
"2954","RACK1->G-protein alpha-i2","NF"
"2955","RACK1->PKA-cat alpha","NF"
"2956","RACK1->PTEN","NF"
"2957","RACK1->DNA-PK","NF"
"2958","RACK1->GRP78","NF"
"2959","RACK1->RARalpha","NF"
"2960","RACK1->C/EBPalpha","NF"
"2961","RACK1->GCR-alpha","NF"
"2962","RACK1->PKC-mu","NF"
"2963","RACK1->MEK1/2","NF"
"2964","RACK1->ADAM17","NF"
"2965","RACK1->STAT5A","NF"
"2966","RACK1->ERK1/2","NF"
"2967","RACK1->APC protein","NF"
"2968","RACK1->BRG1","NF"
"2969","RACK1->NF-kB1 (p50)","NF"
"2970","RACK1->PKC-lambda/iota","NF"
"2971","ESR1->MAP2K","NF"
"2972","ESR1->SRC1","NF"
"2973","ESR1->mTOR","NF"
"2974","ESR1->NUR77","NF"
"2975","ESR1->GSK3B","NF"
"2976","ESR1->NF-kB","NF"
"2977","ESR1->ITGB4","NF"
"2978","ESR1->E2F1","NF"
"2979","ESR1->LKB1","NF"
"2980","ESR1->AMPK","NF"
"2981","ESR1->c-IAP2","NF"
"2982","ESR1->FOXO3A","NF"
"2983","ESR1->P70S6K","NF"
"2984","ESR1->CDK1","NF"
"2985","ESR1->STAT3","NF"
"2986","ESR1->MAP3K","NF"
"2987","ESR1->GSK3A","NF"
"2988","ESR1->Tuberin","NF"
"2989","ESR1->C/EBPbeta","NF"
"2990","ESR1->c-Abl","NF"
"2991","ESR1->p300","NF"
"2992","ESR1->AKT","NF"
"2993","ESR1->EGFR","NF"
"2994","ESR1->Cyclin D","NF"
"2995","ESR1->RAF1","NF"
"2996","ESR1->Androgen receptor","NF"
"2997","ESR1->HGF receptor (Met)","NF"
"2998","ESR1->B-Raf","NF"
"2999","ESR1->PKC","NF"
"3000","ESR1->HSF1","NF"
"3001","ESR1->NOTCH1 (NICD)","NF"
"3002","ESR1->AKT1","NF"
"3003","ESR1->FAK1","NF"
"3004","ESR1->IKK-beta","NF"
"3005","ESR1->Cyclin D1","NF"
"3006","ESR1->PRKAB1","NF"
"3007","ESR1->MAPK1","NF"
"3008","ESR1->ErbB4","NF"
"3009","ESR1->Beta-catenin","NF"
"3010","ESR1->Sirtuin1","NF"
"3011","ESR1->H-Ras","NF"
"3012","ESR1->JNK2(MAPK9)","NF"
"3013","ESR1->p53","NF"
"3014","ESR1->PAK1","NF"
"3015","ESR1->KLF5","NF"
"3016","ESR1->HSP70","NF"
"3017","ESR1->SIK","NF"
"3018","ESR1->VIL2","NF"
"3019","ESR1->CARM1","NF"
"3020","ESR1->TC21","NF"
"3021","ESR1->LEPR","NF"
"3022","ESR1->GRB2","NF"
"3023","ESR1->ETS1","NF"
"3024","ESR1->MITF","NF"
"3025","ESR1->MUC1","NF"
"3026","ESR1->ErbB3","NF"
"3027","ESR1->LRP6","NF"
"3028","ESR1->NF-AT2(NFATC1)","NF"
"3029","ESR1->PP1-cat","NF"
"3030","ESR1->YB-1","NF"
"3031","ESR1->PIK3C3","NF"
"3032","ESR1->RelB (NF-kB subunit)","NF"
"3033","ESR1->IGF-1 receptor","NF"
"3034","ESR1->Bcl-3","NF"
"3035","ESR1->c-Myc","NF"
"3036","ESR1->Aurora-A","NF"
"3037","ESR1->MAPK3","NF"
"3038","ESR1->PRAS40","NF"
"3039","ESR1->BCL10","NF"
"3040","ESR1->EGR1","NF"
"3041","ESR1->N-Myc","NF"
"3042","ESR1->PP2A catalytic","NF"
"3043","ESR1->STAT1","NF"
"3044","ESR1->PRKAA1","NF"
"3045","ESR1->PP2A cat (alpha)","NF"
"3046","ESR1->PI-TP","NF"
"3047","ESR1->STAT5B","NF"
"3048","ESR1->c-Jun","NF"
"3049","ESR1->JAK2","NF"
"3050","ESR1->Axin","NF"
"3051","ESR1->FRAT1","NF"
"3052","ESR1->Shc","NF"
"3053","ESR1->GRB10","NF"
"3054","ESR1->RAP-1A","NF"
"3055","ESR1->p120GAP","NF"
"3056","ESR1->ErbB2","NF"
"3057","ESR1->CDC42","NF"
"3058","ESR1->JAK1","NF"
"3059","ESR1->JunB","NF"
"3060","ESR1->SP1","NF"
"3061","ESR1->P90S6K","NF"
"3062","ESR1->Paxillin","NF"
"3063","ESR1->SHP-2","NF"
"3064","ESR1->Securin","NF"
"3065","ESR1->SRC","NF"
"3066","ESR1->Raptor","NF"
"3067","ESR1->RHEB2","NF"
"3068","ESR1->Prolactin receptor","NF"
"3069","ESR1->CDC25A","NF"
"3070","ESR1->RIPK2","NF"
"3071","ESR1->Rictor","NF"
"3072","ESR1->BMAL1","NF"
"3073","ESR1->ESPL1","NF"
"3074","ESR1->AML1 (RUNX1)","NF"
"3075","ESR1->DEPTOR","NF"
"3076","ESR1->PLK1","NF"
"3077","ESR1->ROCK1","NF"
"3078","ESR1->YY1","NF"
"3079","ESR1->PKC-theta","NF"
"3080","ESR1->SREBP1 (nuclear)","NF"
"3081","ESR1->CREB1","NF"
"3082","ESR1->WDR3","NF"
"3083","ESR1->G-protein alpha-i2","NF"
"3084","ESR1->PKA-cat alpha","NF"
"3085","ESR1->PTEN","NF"
"3086","ESR1->DNA-PK","NF"
"3087","ESR1->GRP78","NF"
"3088","ESR1->RARalpha","NF"
"3089","ESR1->C/EBPalpha","NF"
"3090","ESR1->GCR-alpha","NF"
"3091","ESR1->PKC-mu","NF"
"3092","ESR1->MEK1/2","NF"
"3093","ESR1->ADAM17","NF"
"3094","ESR1->STAT5A","NF"
"3095","ESR1->ERK1/2","NF"
"3096","ESR1->APC protein","NF"
"3097","ESR1->BRG1","NF"
"3098","ESR1->NF-kB1 (p50)","NF"
"3099","ESR1->PKC-lambda/iota","NF"
"3100","EGFR->MAP2K","NF"
"3101","EGFR->SRC1","NF"
"3102","EGFR->mTOR","none"
"3103","EGFR->NUR77","NF"
"3104","EGFR->GSK3B","EGFR->GSK3B"
"3105","EGFR->NF-kB","NF"
"3106","EGFR->ITGB4","EGFR->ITGB4"
"3107","EGFR->E2F1","NF"
"3108","EGFR->LKB1","EGFR->LKB1"
"3109","EGFR->AMPK","NF"
"3110","EGFR->c-IAP2","NF"
"3111","EGFR->FOXO3A","NF"
"3112","EGFR->P70S6K","NF"
"3113","EGFR->CDK1","NF"
"3114","EGFR->STAT3","NF"
"3115","EGFR->MAP3K","NF"
"3116","EGFR->GSK3A","EGFR->GSK3A"
"3117","EGFR->Tuberin","NF"
"3118","EGFR->C/EBPbeta","NF"
"3119","EGFR->c-Abl","NF"
"3120","EGFR->p300","NF"
"3121","EGFR->AKT","NF"
"3122","EGFR->ESR1","NF"
"3123","EGFR->Cyclin D","NF"
"3124","EGFR->RAF1","none"
"3125","EGFR->Androgen receptor","NF"
"3126","EGFR->HGF receptor (Met)","NF"
"3127","EGFR->B-Raf","NF"
"3128","EGFR->PKC","NF"
"3129","EGFR->HSF1","NF"
"3130","EGFR->NOTCH1 (NICD)","NF"
"3131","EGFR->AKT1","NF"
"3132","EGFR->FAK1","NF"
"3133","EGFR->IKK-beta","NF"
"3134","EGFR->Cyclin D1","NF"
"3135","EGFR->PRKAB1","EGFR->PRKAB1"
"3136","EGFR->MAPK1","NF"
"3137","EGFR->ErbB4","NF"
"3138","EGFR->Beta-catenin","NF"
"3139","EGFR->Sirtuin1","NF"
"3140","EGFR->H-Ras","NF"
"3141","EGFR->JNK2(MAPK9)","NF"
"3142","EGFR->p53","NF"
"3143","EGFR->PAK1","NF"
"3144","EGFR->KLF5","NF"
"3145","EGFR->HSP70","NF"
"3146","EGFR->SIK","NF"
"3147","EGFR->VIL2","NF"
"3148","EGFR->CARM1","NF"
"3149","EGFR->TC21","NF"
"3150","EGFR->LEPR","EGFR->LEPR"
"3151","EGFR->GRB2","NF"
"3152","EGFR->ETS1","NF"
"3153","EGFR->MITF","NF"
"3154","EGFR->MUC1","NF"
"3155","EGFR->ErbB3","NF"
"3156","EGFR->LRP6","NF"
"3157","EGFR->NF-AT2(NFATC1)","NF"
"3158","EGFR->PP1-cat","NF"
"3159","EGFR->YB-1","NF"
"3160","EGFR->PIK3C3","EGFR->PIK3C3"
"3161","EGFR->RelB (NF-kB subunit)","NF"
"3162","EGFR->IGF-1 receptor","NF"
"3163","EGFR->Bcl-3","NF"
"3164","EGFR->c-Myc","NF"
"3165","EGFR->Aurora-A","NF"
"3166","EGFR->MAPK3","NF"
"3167","EGFR->PRAS40","NF"
"3168","EGFR->BCL10","EGFR->BCL10"
"3169","EGFR->EGR1","NF"
"3170","EGFR->N-Myc","NF"
"3171","EGFR->PP2A catalytic","NF"
"3172","EGFR->STAT1","NF"
"3173","EGFR->PRKAA1","none"
"3174","EGFR->PP2A cat (alpha)","NF"
"3175","EGFR->PI-TP","NF"
"3176","EGFR->STAT5B","NF"
"3177","EGFR->c-Jun","NF"
"3178","EGFR->JAK2","NF"
"3179","EGFR->Axin","NF"
"3180","EGFR->FRAT1","NF"
"3181","EGFR->Shc","NF"
"3182","EGFR->GRB10","NF"
"3183","EGFR->RAP-1A","NF"
"3184","EGFR->p120GAP","NF"
"3185","EGFR->ErbB2","NF"
"3186","EGFR->CDC42","NF"
"3187","EGFR->JAK1","NF"
"3188","EGFR->JunB","NF"
"3189","EGFR->SP1","NF"
"3190","EGFR->P90S6K","EGFR->P90S6K"
"3191","EGFR->Paxillin","NF"
"3192","EGFR->SHP-2","NF"
"3193","EGFR->Securin","NF"
"3194","EGFR->SRC","none"
"3195","EGFR->Raptor","NF"
"3196","EGFR->RHEB2","NF"
"3197","EGFR->Prolactin receptor","NF"
"3198","EGFR->CDC25A","NF"
"3199","EGFR->RIPK2","NF"
"3200","EGFR->Rictor","NF"
"3201","EGFR->BMAL1","NF"
"3202","EGFR->ESPL1","EGFR->ESPL1"
"3203","EGFR->AML1 (RUNX1)","NF"
"3204","EGFR->DEPTOR","NF"
"3205","EGFR->PLK1","NF"
"3206","EGFR->ROCK1","NF"
"3207","EGFR->YY1","NF"
"3208","EGFR->PKC-theta","NF"
"3209","EGFR->SREBP1 (nuclear)","NF"
"3210","EGFR->CREB1","NF"
"3211","EGFR->WDR3","none"
"3212","EGFR->G-protein alpha-i2","NF"
"3213","EGFR->PKA-cat alpha","NF"
"3214","EGFR->PTEN","NF"
"3215","EGFR->DNA-PK","NF"
"3216","EGFR->GRP78","NF"
"3217","EGFR->RARalpha","NF"
"3218","EGFR->C/EBPalpha","NF"
"3219","EGFR->GCR-alpha","NF"
"3220","EGFR->PKC-mu","NF"
"3221","EGFR->MEK1/2","NF"
"3222","EGFR->ADAM17","NF"
"3223","EGFR->STAT5A","NF"
"3224","EGFR->ERK1/2","NF"
"3225","EGFR->APC protein","NF"
"3226","EGFR->BRG1","NF"
"3227","EGFR->NF-kB1 (p50)","NF"
"3228","EGFR->PKC-lambda/iota","NF"
"3229","Cyclin D->MAP2K","NF"
"3230","Cyclin D->SRC1","NF"
"3231","Cyclin D->mTOR","NF"
"3232","Cyclin D->NUR77","NF"
"3233","Cyclin D->GSK3B","NF"
"3234","Cyclin D->NF-kB","NF"
"3235","Cyclin D->ITGB4","NF"
"3236","Cyclin D->E2F1","NF"
"3237","Cyclin D->LKB1","NF"
"3238","Cyclin D->AMPK","NF"
"3239","Cyclin D->c-IAP2","NF"
"3240","Cyclin D->FOXO3A","NF"
"3241","Cyclin D->P70S6K","NF"
"3242","Cyclin D->CDK1","NF"
"3243","Cyclin D->STAT3","NF"
"3244","Cyclin D->MAP3K","NF"
"3245","Cyclin D->GSK3A","NF"
"3246","Cyclin D->Tuberin","NF"
"3247","Cyclin D->C/EBPbeta","NF"
"3248","Cyclin D->c-Abl","NF"
"3249","Cyclin D->p300","NF"
"3250","Cyclin D->AKT","NF"
"3251","Cyclin D->ESR1","NF"
"3252","Cyclin D->EGFR","NF"
"3253","Cyclin D->RAF1","NF"
"3254","Cyclin D->Androgen receptor","NF"
"3255","Cyclin D->HGF receptor (Met)","NF"
"3256","Cyclin D->B-Raf","NF"
"3257","Cyclin D->PKC","NF"
"3258","Cyclin D->HSF1","NF"
"3259","Cyclin D->NOTCH1 (NICD)","NF"
"3260","Cyclin D->AKT1","NF"
"3261","Cyclin D->FAK1","NF"
"3262","Cyclin D->IKK-beta","NF"
"3263","Cyclin D->Cyclin D1","NF"
"3264","Cyclin D->PRKAB1","NF"
"3265","Cyclin D->MAPK1","NF"
"3266","Cyclin D->ErbB4","NF"
"3267","Cyclin D->Beta-catenin","NF"
"3268","Cyclin D->Sirtuin1","NF"
"3269","Cyclin D->H-Ras","NF"
"3270","Cyclin D->JNK2(MAPK9)","NF"
"3271","Cyclin D->p53","NF"
"3272","Cyclin D->PAK1","NF"
"3273","Cyclin D->KLF5","NF"
"3274","Cyclin D->HSP70","NF"
"3275","Cyclin D->SIK","NF"
"3276","Cyclin D->VIL2","NF"
"3277","Cyclin D->CARM1","NF"
"3278","Cyclin D->TC21","NF"
"3279","Cyclin D->LEPR","NF"
"3280","Cyclin D->GRB2","NF"
"3281","Cyclin D->ETS1","NF"
"3282","Cyclin D->MITF","NF"
"3283","Cyclin D->MUC1","NF"
"3284","Cyclin D->ErbB3","NF"
"3285","Cyclin D->LRP6","NF"
"3286","Cyclin D->NF-AT2(NFATC1)","NF"
"3287","Cyclin D->PP1-cat","NF"
"3288","Cyclin D->YB-1","NF"
"3289","Cyclin D->PIK3C3","NF"
"3290","Cyclin D->RelB (NF-kB subunit)","NF"
"3291","Cyclin D->IGF-1 receptor","NF"
"3292","Cyclin D->Bcl-3","NF"
"3293","Cyclin D->c-Myc","NF"
"3294","Cyclin D->Aurora-A","NF"
"3295","Cyclin D->MAPK3","NF"
"3296","Cyclin D->PRAS40","NF"
"3297","Cyclin D->BCL10","NF"
"3298","Cyclin D->EGR1","NF"
"3299","Cyclin D->N-Myc","NF"
"3300","Cyclin D->PP2A catalytic","NF"
"3301","Cyclin D->STAT1","NF"
"3302","Cyclin D->PRKAA1","NF"
"3303","Cyclin D->PP2A cat (alpha)","NF"
"3304","Cyclin D->PI-TP","NF"
"3305","Cyclin D->STAT5B","NF"
"3306","Cyclin D->c-Jun","NF"
"3307","Cyclin D->JAK2","NF"
"3308","Cyclin D->Axin","NF"
"3309","Cyclin D->FRAT1","NF"
"3310","Cyclin D->Shc","NF"
"3311","Cyclin D->GRB10","NF"
"3312","Cyclin D->RAP-1A","NF"
"3313","Cyclin D->p120GAP","NF"
"3314","Cyclin D->ErbB2","NF"
"3315","Cyclin D->CDC42","NF"
"3316","Cyclin D->JAK1","NF"
"3317","Cyclin D->JunB","NF"
"3318","Cyclin D->SP1","NF"
"3319","Cyclin D->P90S6K","NF"
